species,family,order,has_specimen,trnLF completed?,ITS completed?,rpl16 completed?,trnK-matK completed?
Ranunculus ololeucos,Ranunculaceae,Ranunculales,false,false,false,false,false
Pulsatilla patens,Ranunculaceae,Ranunculales,false,false,false,false,false
Ranunculus illyricus,Ranunculaceae,Ranunculales,false,false,false,false,false
Ranunculus aquatilis,Ranunculaceae,Ranunculales,false,false,false,false,false
Papaver alpinum,Papaveraceae,Ranunculales,false,false,false,false,false
Papaver argemone,Papaveraceae,Ranunculales,true,false,false,false,true
Ranunculus flammula,Ranunculaceae,Ranunculales,false,false,false,false,false
Papaver confine,Papaveraceae,Ranunculales,false,false,false,false,false
Pulsatilla pratensis,Ranunculaceae,Ranunculales,false,false,false,false,false
Ranunculus arvensis,Ranunculaceae,Ranunculales,false,false,false,false,false
Pulsatilla vernalis,Ranunculaceae,Ranunculales,false,false,false,false,false
Papaver hybridum,Papaveraceae,Ranunculales,false,false,false,false,false
Ranunculus penicillatus,Ranunculaceae,Ranunculales,false,false,false,false,false
Ranunculus fluitans,Ranunculaceae,Ranunculales,false,false,false,false,false
Papaver lecoqii,Papaveraceae,Ranunculales,false,false,false,false,false
Ranunculus breyninus,Ranunculaceae,Ranunculales,false,false,false,false,false
Pulsatilla vulgaris,Ranunculaceae,Ranunculales,false,false,false,false,false
Papaver rhoeas,Papaveraceae,Ranunculales,true,false,false,false,true
Pseudofumaria,Papaveraceae,Ranunculales,false,false,false,false,false
Ranunculus aconitifolius,Ranunculaceae,Ranunculales,false,false,false,false,false
Pseudofumaria lutea  ,Papaveraceae,Ranunculales,false,false,false,false,false
Ranunculus lanuginosus,Ranunculaceae,Ranunculales,false,false,false,false,false
Papaver dubium,Papaveraceae,Ranunculales,false,false,false,false,false
Pulsatilla alpina,Ranunculaceae,Ranunculales,false,false,false,false,false
Ranunculus bulbosus,Ranunculaceae,Ranunculales,false,false,false,false,false
Pulsatilla alpina,Ranunculaceae,Ranunculales,false,false,false,false,false
Ranunculus glacialis,Ranunculaceae,Ranunculales,false,false,false,false,false
Ranunculus acris,Ranunculaceae,Ranunculales,false,false,false,false,false
Ranunculus peltatus,Ranunculaceae,Ranunculales,false,false,false,false,false
Ranunculus carinthiacus,Ranunculaceae,Ranunculales,false,false,false,false,false
Ranunculus parnassifolius,Ranunculaceae,Ranunculales,false,false,false,false,false
Ranunculus hederaceus,Ranunculaceae,Ranunculales,false,false,false,false,false
Ranunculus circinatus,Ranunculaceae,Ranunculales,false,false,false,false,false
Ranunculus lingua,Ranunculaceae,Ranunculales,true,false,false,false,false
Ranunculus penicillatus,Ranunculaceae,Ranunculales,false,false,false,false,false
Ranunculus hybridus,Ranunculaceae,Ranunculales,false,false,false,false,false
Ranunculus peltatus,Ranunculaceae,Ranunculales,false,false,false,false,false
Ranunculus montanus,Ranunculaceae,Ranunculales,true,false,false,false,false
Ranunculus platanifolius,Ranunculaceae,Ranunculales,false,false,false,false,false
Ranunculus peltatus,Ranunculaceae,Ranunculales,false,false,false,false,false
Ranunculus polyanthemos,Ranunculaceae,Ranunculales,false,false,false,false,false
Ranunculus polyanthemos,Ranunculaceae,Ranunculales,false,false,false,false,false
Ranunculus polyanthemos,Ranunculaceae,Ranunculales,false,false,false,false,false
Ranunculus polyanthemos,Ranunculaceae,Ranunculales,false,false,false,false,false
Ranunculus polyanthemos,Ranunculaceae,Ranunculales,false,false,false,false,false
Ranunculus reptans,Ranunculaceae,Ranunculales,false,false,false,false,false
Ranunculus acris,Ranunculaceae,Ranunculales,true,false,false,false,true
Thalictrum simplex,Ranunculaceae,Ranunculales,false,false,false,false,false
Ranunculus sceleratus,Ranunculaceae,Ranunculales,false,false,false,false,false
Ranunculus seguieri,Ranunculaceae,Ranunculales,false,false,false,false,false
Trollius europaeus,Ranunculaceae,Ranunculales,false,false,false,false,false
Ranunculus trichophyllus,Ranunculaceae,Ranunculales,false,false,false,false,false
Viscum album,Santalaceae,Santalales,false,false,false,false,false
Ailanthus altissima  ,Simaroubaceae,Sapindales,false,false,false,false,false
Ranunculus tripartitus,Ranunculaceae,Ranunculales,false,false,false,false,false
Loranthus europaeus,Loranthaceae,Santalales,false,false,false,false,false
Ranunculus villarsii,Ranunculaceae,Ranunculales,false,false,false,false,false
Viscum laxum,Santalaceae,Santalales,false,false,false,false,false
Thesium alpinum,Santalaceae,Santalales,false,false,false,false,false
Thalictrum aquilegiifolium,Ranunculaceae,Ranunculales,true,false,false,false,true
Chrysosplenium alternifolium,Saxifragaceae,Saxifragales,true,false,false,false,true
Thalictrum lucidum,Ranunculaceae,Ranunculales,false,false,false,false,false
Thesium bavarum,Santalaceae,Santalales,false,false,false,false,false
Cotinus coggygria  ,Anacardiaceae,Sapindales,false,false,false,false,false
Acer campestre,Sapindaceae,Sapindales,false,false,false,false,false
Thalictrum minus,Ranunculaceae,Ranunculales,false,false,false,false,false
Thesium ebracteatum,Santalaceae,Santalales,false,false,false,false,false
Thalictrum minus,Ranunculaceae,Ranunculales,false,false,false,false,false
Myriophyllum heterophyllum  ,Haloragaceae,Saxifragales,false,false,false,false,false
Crassula tillaea,Crassulaceae,Saxifragales,false,false,false,false,false
Thesium linophyllon,Santalaceae,Santalales,true,false,false,false,true
Thalictrum minus,Ranunculaceae,Ranunculales,false,false,false,false,false
Acer monspessulanum,Sapindaceae,Sapindales,false,false,false,false,false
Thalictrum simplex,Ranunculaceae,Ranunculales,false,false,false,false,false
Thesium pyrenaicum,Santalaceae,Santalales,false,false,false,false,false
Thalictrum simplex,Ranunculaceae,Ranunculales,false,false,false,false,false
Dictamnus albus,Rutaceae,Sapindales,false,false,false,false,false
Acer negundo  ,Sapindaceae,Sapindales,false,false,false,false,false
Thesium pyrenaicum,Santalaceae,Santalales,false,false,false,false,false
Chrysosplenium oppositifolium,Saxifragaceae,Saxifragales,false,false,false,false,false
Hylotelephium vulgare,Crassulaceae,Saxifragales,false,false,false,false,false
Thesium rostratum,Santalaceae,Santalales,false,false,false,false,false
Acer opalus,Sapindaceae,Sapindales,false,false,false,false,false
Ptelea trifoliata  ,Rutaceae,Sapindales,false,false,false,false,false
Viscum album,Santalaceae,Santalales,false,false,false,false,false
Acer platanoides,Sapindaceae,Sapindales,false,false,false,false,false
Crassula aquatica,Crassulaceae,Saxifragales,false,false,false,false,false
Rhus typhina  ,Anacardiaceae,Sapindales,false,false,false,false,false
Acer pseudoplatanus,Sapindaceae,Sapindales,false,false,false,false,false
Hylotelephium maximum,Crassulaceae,Saxifragales,false,false,false,false,false
Ruta graveolens,Rutaceae,Sapindales,false,false,false,false,false
Crassula helmsii  ,Crassulaceae,Saxifragales,false,false,false,false,false
Paeonia,Paeoniaceae,Saxifragales,false,false,false,false,false
Myriophyllum alterniflorum,Haloragaceae,Saxifragales,false,false,false,false,false
Hylotelephium telephium,Crassulaceae,Saxifragales,false,false,false,false,false
Myriophyllum verticillatum,Haloragaceae,Saxifragales,true,false,false,false,false
Myriophyllum spicatum,Haloragaceae,Saxifragales,true,false,false,false,false
Paeonia,Paeoniaceae,Saxifragales,false,false,false,false,false
Phedimus spurius  ,Crassulaceae,Saxifragales,false,false,false,false,false
Rhodiola rosea,Crassulaceae,Saxifragales,false,false,false,false,false
Ribes alpinum,Grossulariaceae,Saxifragales,false,false,false,false,false
Ribes nigrum,Grossulariaceae,Saxifragales,true,false,false,false,true
Ribes petraeum,Grossulariaceae,Saxifragales,false,false,false,false,false
Ribes rubrum,Grossulariaceae,Saxifragales,true,false,false,false,true
Ribes spicatum,Grossulariaceae,Saxifragales,false,false,false,false,false
Thalictrum minus,Ranunculaceae,Ranunculales,false,false,false,false,false
Ribes uva-crispa,Grossulariaceae,Saxifragales,false,false,false,false,false
Saxifraga paniculata,Saxifragaceae,Saxifragales,false,false,false,false,false
Saxifraga aizoides,Saxifragaceae,Saxifragales,false,false,false,false,false
Sempervivum arachnoideum,Crassulaceae,Saxifragales,false,false,false,false,false
Saxifraga rosacea,Saxifragaceae,Saxifragales,false,false,false,false,false
Saxifraga androsacea,Saxifragaceae,Saxifragales,false,false,false,false,false
Sedum dasyphyllum,Crassulaceae,Saxifragales,false,false,false,false,false
Saxifraga aphylla,Saxifragaceae,Saxifragales,false,false,false,false,false
Saxifraga rosacea,Saxifragaceae,Saxifragales,false,false,false,false,false
Saxifraga bryoides,Saxifragaceae,Saxifragales,false,false,false,false,false
Sempervivum barbulatum,Crassulaceae,Saxifragales,false,false,false,false,false
Saxifraga burseriana,Saxifragaceae,Saxifragales,false,false,false,false,false
Saxifraga rotundifolia,Saxifragaceae,Saxifragales,false,false,false,false,false
Sedum forsterianum,Crassulaceae,Saxifragales,false,false,false,false,false
Saxifraga caesia,Saxifragaceae,Saxifragales,false,false,false,false,false
Saxifraga stellaris,Saxifragaceae,Saxifragales,false,false,false,false,false
Saxifraga granulata,Saxifragaceae,Saxifragales,false,false,false,false,false
Cuscuta lupuliformis,Convolvulaceae,Solanales,true,false,false,false,false
Sempervivum tectorum,Crassulaceae,Saxifragales,false,false,false,false,false
Saxifraga hirculus,Saxifragaceae,Saxifragales,false,false,false,false,false
Sedum hispanicum  ,Crassulaceae,Saxifragales,false,false,false,false,false
Saxifraga tridactylites,Saxifragaceae,Saxifragales,true,false,false,false,true
Saxifraga kochii,Saxifragaceae,Saxifragales,false,false,false,false,false
Sempervivum funckii  ,Crassulaceae,Saxifragales,false,false,false,false,false
Saxifraga moschata,Saxifragaceae,Saxifragales,false,false,false,false,false
Sedum acre,Crassulaceae,Saxifragales,false,false,false,false,false
Saxifraga mutata,Saxifragaceae,Saxifragales,false,false,false,false,false
Sedum rubens,Crassulaceae,Saxifragales,false,false,false,false,false
Sedum album,Crassulaceae,Saxifragales,false,false,false,false,false
Saxifraga oppositifolia,Saxifragaceae,Saxifragales,false,false,false,false,false
Calystegia sepium,Convolvulaceae,Solanales,false,false,false,false,false
Saxifraga oppositifolia,Saxifragaceae,Saxifragales,false,false,false,false,false
Cuscuta epilinum,Convolvulaceae,Solanales,false,false,false,false,false
Sedum alpestre,Crassulaceae,Saxifragales,false,false,false,false,false
Sedum rupestre,Crassulaceae,Saxifragales,false,false,false,false,false
Sempervivum globiferum,Crassulaceae,Saxifragales,false,false,false,false,false
Sedum annuum,Crassulaceae,Saxifragales,false,false,false,false,false
Tellima grandiflora  ,Saxifragaceae,Saxifragales,false,false,false,false,false
Sedum sexangulare,Crassulaceae,Saxifragales,false,false,false,false,false
Sedum atratum,Crassulaceae,Saxifragales,false,false,false,false,false
Convolvulus arvensis,Convolvulaceae,Solanales,true,false,false,false,true
Sempervivum globiferum,Crassulaceae,Saxifragales,false,false,false,false,false
Sedum villosum,Crassulaceae,Saxifragales,false,false,false,false,false
Calystegia sepium,Convolvulaceae,Solanales,false,false,false,false,false
Atropa bella-donna,Solanaceae,Solanales,false,false,false,false,false
Sempervivum,Crassulaceae,Saxifragales,false,false,false,false,false
Calystegia pulchra  ,Convolvulaceae,Solanales,false,false,false,false,false
Cuscuta gronovii  ,Convolvulaceae,Solanales,false,false,false,false,false
Calystegia soldanella,Convolvulaceae,Solanales,false,false,false,false,false
Cuscuta campestris  ,Convolvulaceae,Solanales,false,false,false,false,false
Cuscuta europaea,Convolvulaceae,Solanales,false,false,false,false,false
Cuscuta epithymum,Convolvulaceae,Solanales,false,false,false,false,false
Datura stramonium  ,Solanaceae,Solanales,false,false,false,false,false
Hyoscyamus niger,Solanaceae,Solanales,true,false,false,false,true
Lycium barbarum  ,Solanaceae,Solanales,false,false,false,false,false
Lycium chinense  ,Solanaceae,Solanales,false,false,false,false,false
Nicandra physalodes ,Solanaceae,Solanales,false,false,false,false,false
Physalis alkekengi,Solanaceae,Solanales,false,false,false,false,false
Solanum alatum  ,Solanaceae,Solanales,false,false,false,false,false
Solanum decipiens,Solanaceae,Solanales,false,false,false,false,false
Rubus saxatilis,Rosaceae,Rosales,false,false,false,false,false
Solanum dulcamara,Solanaceae,Solanales,true,false,false,false,true
Rorippa austriaca,Cruciferae,,true,true,true,true,true
Cardaria draba,,,true,true,true,false,true
Solanum nigrum,Solanaceae,Solanales,true,false,false,false,true
Sorbus ×ambigua,Rosaceae,Rosales,false,false,false,false,false
Valeriana sambucifolia,Valerianaceae,,true,true,true,false,true
Solanum physalifolium  ,Solanaceae,Solanales,false,false,false,false,false
Malva sylvestris,Malvaceae,Malvales,true,true,true,false,true
Sorbus ×schinzii,Rosaceae,Rosales,false,false,false,false,false
Solanum sarrachoides  ,Solanaceae,Solanales,false,false,false,false,false
Sisymbrium irio,Cruciferae,,true,true,true,false,true
Rorippa x,,,false,false,false,false,false
Solanum triflorum  ,Solanaceae,Solanales,false,false,false,false,false
Sorbus hostii,Rosaceae,Rosales,false,false,false,false,false
Solanum villosum  ,Solanaceae,Solanales,false,false,false,false,false
Lythrum portula,Lythraceae,Myrtales,true,false,true,false,true
Arabidopsis arenosa,Cruciferae,,true,true,true,false,true
Parthenocissus inserta  ,Vitaceae,Vitales,false,false,false,false,false
Sorbus hybrida,Rosaceae,Rosales,false,false,false,false,false
Vitis sylvestris,Vitaceae,Vitales,false,false,false,false,false
Lathraea squamaria,Scrophulariaceae,Lamiales,true,true,true,false,true
Vitis vinifera,Vitaceae,Vitales,false,false,false,false,false
Euphorbia maculata,Euphorbiaceae,Malpighiales,true,false,true,true,true
Syringa vulgaris,Oleaceae,Lamiales,true,true,true,true,true
Amaranthus deflexus,Amaranthaceae,Caryophyllales,true,false,false,true,false
Betonica officinalis,Lamiaceae,Lamiales,true,false,false,false,false
Spergularia kurkae,Caryophyllaceae,Caryophyllales,false,false,false,false,false
Hesperis matronalis,Cruciferae,,true,true,true,false,true
Marsupella aquatica,Gymnomitriaceae,,false,false,false,false,false
Festuca tomanii,Poaceae,Poales,false,false,false,false,false
Kernera saxatilis,Cruciferae,,true,true,true,false,true
Cratoneuron filicinum,Amblystegiaceae,Hypnales,false,false,false,false,false
Gaudinia fragilis,Poaceae,Poales,false,false,false,false,false
Oxystegus minor,Pottiaceae,Pottiales,false,false,false,false,false
Sambucus racemosa,Caprifoliaceae,Dipsacales,true,true,true,true,true
Panicum miliaceum,Poaceae,Poales,false,false,false,false,false
Euphorbia virgultosa,Euphorbiaceae,Malpighiales,true,false,true,false,false
Diplotaxis muralis,Cruciferae,,true,true,true,false,true
Symphoricarpos albus,Caprifoliaceae,Dipsacales,true,true,false,true,true
Valeriana excelsa,Valerianaceae,,false,false,false,false,false
Sisymbrium volgense,Cruciferae,,true,true,true,true,true
Linum austriacum,Linaceae,Malpighiales,true,true,true,false,false
Pritzelago alpina,Cruciferae,,true,true,true,false,true
Arabidopsis thaliana,Cruciferae,,true,false,false,true,true
Populus x,Salicaceae,Malpighiales,false,false,false,false,false
Lepidium densiflorum,Cruciferae,,true,true,true,false,true
Salix x,Salicaceae,Malpighiales,false,false,false,false,false
Thlaspi caerulescens,Cruciferae,,true,true,true,true,true
Raphanus raphanistrum,Cruciferae,,false,false,false,false,false
Sisymbrium altissimum,Cruciferae,,true,true,true,true,true
Lepidium virginicum,Cruciferae,,true,true,true,false,true
Cheiranthus cheiri,Cruciferae,,true,true,true,false,true
Pastinaca sativa,Apiaceae,Apiales,true,false,true,true,true
Armoracia rusticana,Cruciferae,,true,true,true,false,false
Bunias orientalis,Cruciferae,,true,true,true,true,true
Heracleum sphondylium,Umbelliferae,,false,false,false,false,false
